赛季,周数,选手名,裁判总分,估计粉丝票,死忠粉票,路人票,路人票占比,组合得分,预测淘汰,实际淘汰,预测正确
19,5,Bethany Mota,32.0,4802.0,1506.0,3296.0,0.314,0.203,False,False,False
19,5,Janel Parrish,33.0,6776.0,1568.0,5208.0,0.231,0.24,False,False,False
19,5,Jonathan Bennett,24.0,4359.0,1157.0,3202.0,0.266,0.165,True,False,False
19,5,Lea Thompson,34.0,4673.0,1624.0,3049.0,0.347,0.208,False,False,False
19,5,Michael Waltrip,20.0,6326.0,970.0,5356.0,0.153,0.184,False,False,False
19,5,Sadie Robertson,36.0,12706.0,1714.0,10992.0,0.135,0.353,False,False,False
19,5,Tommy Chong,23.0,6069.0,1129.0,4940.0,0.186,0.191,False,False,False
19,6,Alfonso Ribeiro,39.0,4731.0,1717.0,3013.0,0.363,0.218,False,False,True
19,6,Antonio Sabato Jr.,28.0,6037.0,1318.0,4719.0,0.218,0.204,False,False,True
19,6,Bethany Mota,36.0,3781.0,1660.0,2120.0,0.439,0.19,False,False,True
19,6,Janel Parrish,33.0,6769.0,1477.0,5292.0,0.218,0.234,False,False,True
19,6,Jonathan Bennett,32.0,3790.0,1483.0,2308.0,0.391,0.177,True,True,True
19,6,Lea Thompson,32.0,4162.0,1455.0,2707.0,0.35,0.184,False,False,True
19,6,Michael Waltrip,30.0,6966.0,1398.0,5568.0,0.201,0.227,False,False,True
19,6,Sadie Robertson,35.0,9968.0,1619.0,8349.0,0.162,0.298,False,False,True
19,6,Tommy Chong,28.0,9709.0,1289.0,8420.0,0.133,0.269,False,False,True
19,7,Alfonso Ribeiro,34.0,7770.0,1875.0,5895.0,0.241,0.289,False,False,True
19,7,Antonio Sabato Jr.,29.5,3107.0,1628.0,1479.0,0.524,0.177,True,True,True
19,7,Bethany Mota,37.5,5154.0,2082.0,3072.0,0.404,0.25,False,False,True
19,7,Janel Parrish,33.5,8822.0,1866.0,6955.0,0.212,0.308,False,False,True
19,7,Lea Thompson,35.0,3805.0,1911.0,1893.0,0.502,0.213,False,False,True
19,7,Michael Waltrip,28.0,6577.0,1582.0,4995.0,0.241,0.242,False,False,True
19,7,Sadie Robertson,31.0,6390.0,1720.0,4670.0,0.269,0.249,False,False,True
19,7,Tommy Chong,30.0,7715.0,1677.0,6038.0,0.217,0.272,False,False,True
19,8,Alfonso Ribeiro,41.0,6873.0,2388.0,4485.0,0.347,0.311,False,False,True
19,8,Bethany Mota,40.0,4784.0,2471.0,2313.0,0.516,0.263,False,False,True
19,8,Janel Parrish,43.0,8143.0,2612.0,5531.0,0.321,0.346,False,False,True
19,8,Lea Thompson,32.0,5948.0,1870.0,4078.0,0.314,0.255,False,False,True
19,8,Michael Waltrip,25.0,6974.0,1502.0,5472.0,0.215,0.249,True,True,True
19,8,Sadie Robertson,38.0,7839.0,2276.0,5563.0,0.29,0.32,False,False,True
19,8,Tommy Chong,29.0,6492.0,1806.0,4686.0,0.278,0.255,False,False,True
19,9,Alfonso Ribeiro,38.5,5810.0,2861.0,2949.0,0.492,0.321,False,False,True
19,9,Bethany Mota,37.0,6237.0,2712.0,3524.0,0.435,0.324,False,False,True
19,9,Janel Parrish,38.5,7363.0,2872.0,4490.0,0.39,0.359,False,False,True
19,9,Lea Thompson,35.0,4095.0,2582.0,1513.0,0.63,0.263,True,True,True
19,9,Sadie Robertson,36.5,9458.0,2685.0,6773.0,0.284,0.4,False,False,True
19,9,Tommy Chong,28.5,8181.0,2142.0,6040.0,0.262,0.332,False,False,True
19,10,Alfonso Ribeiro,37.5,8145.0,3416.0,4729.0,0.419,0.392,False,False,True
19,10,Bethany Mota,38.0,6491.0,3417.0,3074.0,0.526,0.357,False,False,True
19,10,Janel Parrish,39.0,7554.0,3590.0,3964.0,0.475,0.387,False,False,True
19,10,Sadie Robertson,37.0,13464.0,3296.0,10168.0,0.245,0.511,False,False,True
19,10,Tommy Chong,31.0,8050.0,2779.0,5271.0,0.345,0.354,True,True,True
19,11,Alfonso Ribeiro,40.0,9768.0,4501.0,5267.0,0.461,0.516,False,False,False
19,11,Bethany Mota,38.0,6185.0,4178.0,2007.0,0.676,0.408,True,False,False
19,11,Janel Parrish,39.0,9769.0,4338.0,5431.0,0.444,0.509,False,False,False
19,11,Sadie Robertson,39.3,11877.0,4323.0,7553.0,0.364,0.567,False,False,False
20,1,Charlotte McKinney,22.0,1359.0,291.0,1068.0,0.214,0.096,True,False,False
20,1,Chris Soules,26.0,7508.0,309.0,7199.0,0.041,0.229,False,False,False
20,1,Michael Sam,26.0,5440.0,369.0,5071.0,0.068,0.189,False,False,False
20,1,Nastia Liukin,30.0,3236.0,407.0,2830.0,0.126,0.158,False,False,False
20,1,Noah Galloway,26.0,6978.0,348.0,6630.0,0.05,0.219,False,False,False
20,1,Patti LaBelle,25.0,2588.0,298.0,2290.0,0.115,0.129,False,False,False
20,1,Redfoo,22.0,2479.0,268.0,2211.0,0.108,0.118,False,False,False
20,1,Riker Lynch,31.0,6350.0,405.0,5944.0,0.064,0.222,False,False,False
20,1,Robert Herjavec,28.0,4587.0,372.0,4215.0,0.081,0.178,False,False,False
20,1,Rumer Willis,32.0,4955.0,372.0,4582.0,0.075,0.198,False,False,False
20,1,Suzanne Somers,25.0,4156.0,333.0,3823.0,0.08,0.16,False,False,False
20,1,Willow Shields,25.0,1281.0,295.0,986.0,0.23,0.104,False,False,False
20,2,Charlotte McKinney,26.0,1419.0,316.0,1103.0,0.223,0.1,True,False,False
20,2,Chris Soules,21.0,5870.0,269.0,5601.0,0.046,0.165,False,False,False
20,2,Michael Sam,28.0,3803.0,333.0,3470.0,0.088,0.148,False,False,False
20,2,Nastia Liukin,34.0,2550.0,427.0,2122.0,0.168,0.143,False,False,False
20,2,Noah Galloway,27.0,6736.0,317.0,6419.0,0.047,0.198,False,False,False
20,2,Patti LaBelle,28.0,2310.0,363.0,1948.0,0.157,0.122,False,False,False
20,2,Redfoo,31.0,7065.0,402.0,6663.0,0.057,0.215,False,True,False
20,2,Riker Lynch,32.0,5872.0,403.0,5468.0,0.069,0.197,False,False,False
20,2,Robert Herjavec,28.0,5754.0,365.0,5389.0,0.063,0.183,False,False,False
20,2,Rumer Willis,32.0,8084.0,390.0,7694.0,0.048,0.236,False,False,False
20,2,Suzanne Somers,28.0,4810.0,337.0,4473.0,0.07,0.166,False,False,False
20,2,Willow Shields,32.0,1881.0,377.0,1504.0,0.2,0.126,False,False,False
20,3,Charlotte McKinney,22.0,1022.0,274.0,748.0,0.268,0.092,True,True,True
20,3,Chris Soules,28.0,4296.0,410.0,3886.0,0.095,0.179,False,False,True
20,3,Michael Sam,24.0,4762.0,356.0,4405.0,0.075,0.176,False,False,True
20,3,Nastia Liukin,34.0,2758.0,464.0,2294.0,0.168,0.166,False,False,True
20,3,Noah Galloway,30.0,7105.0,430.0,6676.0,0.061,0.244,False,False,True
20,3,Patti LaBelle,22.0,4079.0,311.0,3768.0,0.076,0.155,False,False,True
20,3,Riker Lynch,34.0,4383.0,426.0,3957.0,0.097,0.2,False,False,True
20,3,Robert Herjavec,29.0,5226.0,434.0,4791.0,0.083,0.202,False,False,True
20,3,Rumer Willis,33.0,5414.0,499.0,4915.0,0.092,0.218,False,False,True
20,3,Suzanne Somers,25.0,6075.0,377.0,5698.0,0.062,0.206,False,False,True
20,3,Willow Shields,32.0,2871.0,443.0,2429.0,0.154,0.162,False,False,True
20,4,Chris Soules,27.0,5191.0,400.0,4791.0,0.077,0.192,False,False,False
20,4,Michael Sam,30.0,4014.0,429.0,3586.0,0.107,0.177,False,True,False
20,4,Nastia Liukin,36.0,2222.0,537.0,1685.0,0.242,0.157,False,False,False
20,4,Noah Galloway,32.0,9622.0,452.0,9170.0,0.047,0.301,False,False,False
20,4,Patti LaBelle,30.0,2376.0,433.0,1943.0,0.182,0.142,True,False,False
20,4,Riker Lynch,34.0,4308.0,470.0,3838.0,0.109,0.195,False,False,False
20,4,Robert Herjavec,34.0,5394.0,557.0,4837.0,0.103,0.218,False,False,False
20,4,Rumer Willis,35.0,3859.0,475.0,3384.0,0.123,0.189,False,False,False
20,4,Suzanne Somers,28.0,8302.0,385.0,7917.0,0.046,0.261,False,False,False
20,4,Willow Shields,39.0,2289.0,559.0,1730.0,0.244,0.168,False,False,False
20,5,Chris Soules,27.0,2986.0,470.0,2516.0,0.157,0.174,False,False,True
20,5,Nastia Liukin,38.0,4426.0,676.0,3750.0,0.153,0.25,False,False,True
20,5,Noah Galloway,28.0,5679.0,530.0,5149.0,0.093,0.248,False,False,True
20,5,Patti LaBelle,27.0,3259.0,480.0,2779.0,0.147,0.181,False,False,True
20,5,Riker Lynch,38.0,3695.0,729.0,2966.0,0.197,0.231,False,False,True
20,5,Robert Herjavec,24.0,6837.0,438.0,6400.0,0.064,0.264,False,False,True
20,5,Rumer Willis,39.0,6506.0,652.0,5854.0,0.1,0.308,False,False,True
20,5,Suzanne Somers,28.0,2784.0,446.0,2338.0,0.16,0.172,True,True,True
20,5,Willow Shields,34.0,2050.0,558.0,1491.0,0.272,0.174,False,False,True
20,6,Chris Soules,35.0,6622.0,656.0,5966.0,0.099,0.277,False,False,True
20,6,Nastia Liukin,36.5,3089.0,713.0,2376.0,0.231,0.2,False,False,True
20,6,Noah Galloway,34.0,7583.0,631.0,6952.0,0.083,0.295,False,False,True
20,6,Patti LaBelle,34.0,2392.0,600.0,1791.0,0.251,0.175,True,True,True
20,6,Riker Lynch,38.0,8431.0,695.0,7736.0,0.082,0.329,False,False,True
20,6,Robert Herjavec,33.5,6003.0,625.0,5377.0,0.104,0.257,False,False,True
20,6,Rumer Willis,35.5,7007.0,636.0,6370.0,0.091,0.287,False,False,True
20,6,Willow Shields,36.5,2145.0,650.0,1496.0,0.303,0.179,False,False,True
20,7,Chris Soules,31.0,5995.0,621.0,5374.0,0.104,0.252,False,False,True
20,7,Nastia Liukin,41.0,5052.0,799.0,4253.0,0.158,0.271,False,False,True
20,7,Noah Galloway,38.0,9259.0,830.0,8428.0,0.09,0.35,False,False,True
20,7,Riker Lynch,37.0,8931.0,783.0,8148.0,0.088,0.339,False,False,True
20,7,Robert Herjavec,31.0,4649.0,667.0,3982.0,0.144,0.223,False,False,True
20,7,Rumer Willis,37.0,9572.0,795.0,8778.0,0.083,0.353,False,False,True
20,7,Willow Shields,39.0,2677.0,862.0,1815.0,0.322,0.212,True,True,True
20,8,Chris Soules,32.0,6173.0,857.0,5316.0,0.139,0.342,False,True,True
20,8,Nastia Liukin,38.0,3602.0,1036.0,2566.0,0.288,0.291,False,False,True
20,8,Noah Galloway,31.5,7355.0,806.0,6549.0,0.11,0.376,False,False,True
20,8,Riker Lynch,39.0,6516.0,1099.0,5417.0,0.169,0.386,False,False,True
20,8,Robert Herjavec,31.0,4541.0,852.0,3689.0,0.188,0.287,True,True,True
20,8,Rumer Willis,40.0,4150.0,1064.0,3086.0,0.256,0.317,False,False,True
20,9,Nastia Liukin,40.0,4375.0,1565.0,2810.0,0.358,0.409,True,True,True
20,9,Noah Galloway,38.0,7764.0,1295.0,6469.0,0.167,0.515,False,False,True
20,9,Riker Lynch,40.0,8334.0,1572.0,6762.0,0.189,0.548,False,False,True
20,9,Rumer Willis,39.0,7960.0,1482.0,6478.0,0.186,0.528,False,False,True
20,10,Noah Galloway,36.0,5503.0,1791.0,3712.0,0.325,0.548,True,False,False
20,10,Riker Lynch,40.0,11353.0,2028.0,9325.0,0.179,0.836,False,False,False
20,10,Rumer Willis,40.0,6280.0,2250.0,4030.0,0.358,0.616,False,False,False
21,1,Alek Skarlatos,22.0,7431.0,834.0,6597.0,0.112,0.215,False,False,False
21,1,Alexa PenaVega,22.0,4222.0,846.0,3376.0,0.2,0.16,False,False,False
21,1,Andy Grammer,21.0,4189.0,796.0,3394.0,0.19,0.156,False,False,False
21,1,Bindi Irwin,24.0,7638.0,896.0,6742.0,0.117,0.227,False,False,False
21,1,Carlos PenaVega,23.0,7850.0,895.0,6956.0,0.114,0.227,False,False,False
21,1,Chaka Khan,13.0,2698.0,513.0,2185.0,0.19,0.098,False,False,False
21,1,Gary Busey,15.0,2930.0,561.0,2369.0,0.191,0.11,False,False,False
21,1,Hayes Grier,21.0,3337.0,798.0,2539.0,0.239,0.141,False,False,False
21,1,Kim Zolciak-Biermann,12.0,3268.0,459.0,2808.0,0.141,0.104,False,False,False
21,1,Nick Carter,24.0,3595.0,901.0,2693.0,0.251,0.158,False,False,False
21,1,Paula Deen,15.0,4616.0,575.0,4041.0,0.125,0.139,False,False,False
21,1,Tamar Braxton,23.0,4541.0,913.0,3628.0,0.201,0.17,False,False,False
21,1,Victor Espinoza,15.0,2023.0,567.0,1455.0,0.28,0.095,True,False,False
21,2,Alek Skarlatos,22.5,5090.0,861.0,4229.0,0.169,0.169,False,False,True
21,2,Alexa PenaVega,23.0,5550.0,851.0,4699.0,0.153,0.178,False,False,True
21,2,Andy Grammer,22.0,3517.0,849.0,2668.0,0.241,0.14,False,False,True
21,2,Bindi Irwin,24.0,7664.0,913.0,6751.0,0.119,0.217,False,False,True
21,2,Carlos PenaVega,22.5,8405.0,866.0,7539.0,0.103,0.224,False,False,True
21,2,Chaka Khan,15.0,2811.0,583.0,2228.0,0.207,0.103,False,True,True
21,2,Gary Busey,16.5,3141.0,626.0,2516.0,0.199,0.114,False,False,True
21,2,Hayes Grier,22.5,3106.0,851.0,2255.0,0.274,0.135,False,False,True
21,2,Kim Zolciak-Biermann,18.5,5813.0,707.0,5106.0,0.122,0.166,False,True,True
21,2,Nick Carter,22.5,4608.0,857.0,3751.0,0.186,0.16,False,False,True
21,2,Paula Deen,18.5,2923.0,726.0,2197.0,0.248,0.117,False,False,True
21,2,Tamar Braxton,24.5,5170.0,927.0,4243.0,0.179,0.177,False,False,True
21,2,Victor Espinoza,18.5,1854.0,686.0,1168.0,0.37,0.099,True,True,True
21,3,Alek Skarlatos,33.0,4987.0,1218.0,3769.0,0.244,0.208,False,False,False
21,3,Alexa PenaVega,36.0,4536.0,1312.0,3224.0,0.289,0.209,False,False,False
21,3,Andy Grammer,29.0,4059.0,1086.0,2973.0,0.268,0.176,False,False,False
21,3,Bindi Irwin,32.0,7524.0,1184.0,6340.0,0.157,0.255,False,False,False
21,3,Carlos PenaVega,31.0,6994.0,1199.0,5795.0,0.171,0.241,False,False,False
21,3,Gary Busey,25.0,3674.0,902.0,2771.0,0.246,0.155,False,False,False
21,3,Hayes Grier,30.0,3316.0,1087.0,2229.0,0.328,0.165,False,False,False
21,3,Nick Carter,36.0,4881.0,1364.0,3517.0,0.28,0.215,False,False,False
21,3,Paula Deen,20.0,4243.0,724.0,3519.0,0.171,0.15,True,False,False
21,3,Tamar Braxton,33.0,5922.0,1217.0,4705.0,0.205,0.226,False,False,False
21,4,Alek Skarlatos,24.0,5622.0,1235.0,4387.0,0.22,0.21,False,False,True
21,4,Alexa PenaVega,21.0,4864.0,1046.0,3818.0,0.215,0.182,False,False,True
21,4,Andy Grammer,23.0,4828.0,1184.0,3644.0,0.245,0.19,False,False,True
21,4,Bindi Irwin,28.0,9098.0,1436.0,7662.0,0.158,0.293,False,False,True
21,4,Carlos PenaVega,25.0,8397.0,1281.0,7116.0,0.153,0.267,False,False,True
21,4,Gary Busey,16.0,3149.0,809.0,2340.0,0.257,0.128,True,True,True
21,4,Hayes Grier,27.0,3061.0,1374.0,1688.0,0.449,0.173,False,False,True
21,4,Nick Carter,27.0,3645.0,1340.0,2304.0,0.368,0.184,False,False,True
21,4,Paula Deen,18.0,4323.0,906.0,3418.0,0.21,0.159,False,False,True
21,4,Tamar Braxton,27.0,5151.0,1373.0,3778.0,0.267,0.213,False,False,True
21,5,Alek Skarlatos,29.0,6860.0,1218.0,5642.0,0.178,0.237,False,False,False
21,5,Alexa PenaVega,40.0,5543.0,1721.0,3821.0,0.311,0.246,False,False,False
21,5,Andy Grammer,36.0,4917.0,1498.0,3419.0,0.305,0.22,False,False,False
21,5,Bindi Irwin,37.0,6092.0,1621.0,4471.0,0.266,0.248,False,False,False
21,5,Carlos PenaVega,39.0,7643.0,1668.0,5975.0,0.218,0.286,False,False,False
21,5,Hayes Grier,30.0,3374.0,1294.0,2080.0,0.384,0.169,True,False,False
21,5,Nick Carter,35.0,4438.0,1551.0,2887.0,0.349,0.207,False,False,False
21,5,Paula Deen,26.0,4699.0,1100.0,3599.0,0.234,0.183,False,False,False
21,5,Tamar Braxton,29.0,5294.0,1256.0,4038.0,0.237,0.205,False,False,False
21,6,Alek Skarlatos,30.0,5578.0,1303.0,4275.0,0.234,0.22,False,False,True
21,6,Alexa PenaVega,30.0,3709.0,1271.0,2438.0,0.343,0.178,False,False,True
21,6,Andy Grammer,40.0,4766.0,1845.0,2922.0,0.387,0.234,False,False,True
21,6,Bindi Irwin,40.0,7933.0,1793.0,6140.0,0.226,0.304,False,False,True
21,6,Carlos PenaVega,38.0,4933.0,1648.0,3285.0,0.334,0.231,False,False,True
21,6,Hayes Grier,32.0,3163.0,1410.0,1753.0,0.446,0.173,False,False,True
21,6,Nick Carter,39.0,4973.0,1708.0,3264.0,0.344,0.235,False,False,True
21,6,Paula Deen,24.0,4093.0,1046.0,3047.0,0.256,0.168,True,True,True
21,6,Tamar Braxton,40.0,5772.0,1761.0,4011.0,0.305,0.256,False,False,True
21,7,Alek Skarlatos,26.5,7668.0,1774.0,5894.0,0.231,0.275,False,False,True
21,7,Alexa PenaVega,27.5,5010.0,1798.0,3211.0,0.359,0.226,False,False,True
21,7,Andy Grammer,28.0,4712.0,1892.0,2819.0,0.402,0.222,False,False,True
21,7,Bindi Irwin,29.0,8772.0,1919.0,6853.0,0.219,0.309,False,False,True
21,7,Carlos PenaVega,28.0,9131.0,1887.0,7243.0,0.207,0.311,False,False,True
21,7,Hayes Grier,28.0,4181.0,1854.0,2327.0,0.443,0.211,True,True,True
21,7,Nick Carter,27.0,4992.0,1754.0,3238.0,0.351,0.223,False,False,True
21,7,Tamar Braxton,27.0,4987.0,1749.0,3238.0,0.351,0.223,False,False,True
21,8,Alek Skarlatos,25.0,8153.0,2014.0,6139.0,0.247,0.283,False,False,True
21,8,Alexa PenaVega,27.0,8274.0,2149.0,6124.0,0.26,0.296,False,False,True
21,8,Andy Grammer,24.0,5049.0,1903.0,3146.0,0.377,0.219,True,True,True
21,8,Bindi Irwin,28.0,10659.0,2258.0,8401.0,0.212,0.346,False,False,True
21,8,Carlos PenaVega,29.0,9585.0,2327.0,7259.0,0.243,0.331,False,False,True
21,8,Nick Carter,33.0,4866.0,2711.0,2155.0,0.557,0.262,False,False,True
21,8,Tamar Braxton,28.0,6178.0,2177.0,4000.0,0.352,0.261,False,False,True
21,9,Alek Skarlatos,25.5,9347.0,2563.0,6784.0,0.274,0.354,False,False,True
21,9,Alexa PenaVega,30.0,5781.0,3023.0,2759.0,0.523,0.305,False,True,True
21,9,Bindi Irwin,30.0,8820.0,3014.0,5807.0,0.342,0.37,False,False,True
21,9,Carlos PenaVega,27.0,10752.0,2733.0,8019.0,0.254,0.392,False,False,True
21,9,Nick Carter,27.5,6007.0,2778.0,3229.0,0.462,0.295,False,False,True
21,9,Tamar Braxton,24.5,6376.0,2429.0,3948.0,0.381,0.284,True,True,True
21,10,Alek Skarlatos,28.5,8799.0,4095.0,4703.0,0.465,0.469,False,False,False
21,10,Bindi Irwin,31.5,9664.0,4500.0,5164.0,0.466,0.517,False,False,False
21,10,Carlos PenaVega,31.5,13673.0,4582.0,9092.0,0.335,0.621,False,False,False
21,10,Nick Carter,27.0,6311.0,3923.0,2388.0,0.622,0.392,True,False,False
21,11,Alek Skarlatos,28.0,8215.0,4377.0,3838.0,0.533,0.446,False,False,False
21,11,Bindi Irwin,30.0,11914.0,4692.0,7222.0,0.394,0.557,False,False,False
21,11,Carlos PenaVega,30.0,12085.0,4566.0,7520.0,0.378,0.561,False,False,False
21,11,Nick Carter,30.0,7128.0,4662.0,2466.0,0.654,0.435,True,False,False
22,1,Antonio Brown,21.0,4529.0,513.0,4016.0,0.113,0.176,False,False,False
22,1,Doug Flutie,15.0,2000.0,406.0,1593.0,0.203,0.102,True,False,False
22,1,Geraldo Rivera,13.0,10042.0,342.0,9700.0,0.034,0.248,False,False,False
22,1,Ginger Zee,23.0,6391.0,574.0,5817.0,0.09,0.22,False,False,False
22,1,Jodie Sweetin,20.0,2329.0,537.0,1792.0,0.231,0.129,False,False,False
22,1,Kim Fields,20.0,5729.0,554.0,5176.0,0.097,0.195,False,False,False
22,1,Marla Maples,21.0,1400.0,498.0,902.0,0.356,0.116,False,False,False
22,1,Mischa Barton,16.0,2006.0,436.0,1570.0,0.217,0.106,False,False,False
22,1,Nyle DiMarco,23.0,4941.0,604.0,4337.0,0.122,0.192,False,False,False
22,1,Paige VanZant,21.0,6284.0,571.0,5713.0,0.091,0.21,False,False,False
22,1,Von Miller,21.0,2257.0,525.0,1731.0,0.233,0.132,False,False,False
22,1,Wanya Morris,23.0,3968.0,622.0,3347.0,0.157,0.174,False,False,False
22,2,Antonio Brown,19.0,4135.0,549.0,3586.0,0.133,0.168,False,False,False
22,2,Doug Flutie,20.0,2473.0,508.0,1964.0,0.206,0.137,False,False,False
22,2,Geraldo Rivera,13.0,5495.0,386.0,5110.0,0.07,0.171,False,True,False
22,2,Ginger Zee,21.0,5316.0,564.0,4752.0,0.106,0.201,False,False,False
22,2,Jodie Sweetin,21.0,2378.0,589.0,1789.0,0.248,0.139,False,False,False
22,2,Kim Fields,19.0,5635.0,497.0,5138.0,0.088,0.199,False,False,False
22,2,Marla Maples,20.0,1813.0,549.0,1265.0,0.302,0.123,False,False,False
22,2,Mischa Barton,15.0,1955.0,419.0,1537.0,0.214,0.105,True,False,False
22,2,Nyle DiMarco,20.0,5133.0,550.0,4582.0,0.107,0.193,False,False,False
22,2,Paige VanZant,24.0,5990.0,656.0,5335.0,0.109,0.228,False,False,False
22,2,Von Miller,20.0,1889.0,532.0,1357.0,0.282,0.125,False,False,False
22,2,Wanya Morris,24.0,5228.0,662.0,4566.0,0.127,0.212,False,False,False
22,3,Antonio Brown,20.0,5000.0,550.0,4450.0,0.11,0.195,False,False,True
22,3,Doug Flutie,20.0,2173.0,587.0,1586.0,0.27,0.132,False,False,True
22,3,Ginger Zee,21.0,6275.0,638.0,5637.0,0.102,0.227,False,False,True
22,3,Jodie Sweetin,23.0,3098.0,673.0,2425.0,0.217,0.165,False,False,True
22,3,Kim Fields,22.0,6601.0,605.0,5996.0,0.092,0.238,False,False,True
22,3,Marla Maples,21.0,1742.0,603.0,1139.0,0.346,0.127,False,False,True
22,3,Mischa Barton,18.0,2085.0,520.0,1565.0,0.249,0.122,True,True,True
22,3,Nyle DiMarco,25.0,6882.0,767.0,6116.0,0.111,0.257,False,False,True
22,3,Paige VanZant,23.0,5291.0,675.0,4616.0,0.128,0.214,False,False,True
22,3,Von Miller,20.0,1887.0,580.0,1307.0,0.307,0.126,False,False,True
22,3,Wanya Morris,24.0,4312.0,673.0,3640.0,0.156,0.196,False,False,True
22,4,Antonio Brown,35.0,3480.0,829.0,2652.0,0.238,0.191,False,False,True
22,4,Doug Flutie,24.0,2415.0,556.0,1859.0,0.23,0.131,False,False,True
22,4,Ginger Zee,36.0,6211.0,820.0,5391.0,0.132,0.258,False,False,True
22,4,Jodie Sweetin,27.0,2725.0,615.0,2110.0,0.226,0.148,False,False,True
22,4,Kim Fields,32.0,5374.0,748.0,4627.0,0.139,0.226,False,False,True
22,4,Marla Maples,28.0,1773.0,651.0,1122.0,0.367,0.129,True,True,True
22,4,Nyle DiMarco,34.0,6958.0,766.0,6192.0,0.11,0.269,False,False,True
22,4,Paige VanZant,36.0,6895.0,856.0,6039.0,0.124,0.273,False,False,True
22,4,Von Miller,32.0,2369.0,748.0,1621.0,0.316,0.155,False,False,True
22,4,Wanya Morris,35.0,4725.0,807.0,3918.0,0.171,0.22,False,False,True
22,5,Antonio Brown,26.0,4237.0,695.0,3541.0,0.164,0.196,False,False,False
22,5,Doug Flutie,28.0,3197.0,755.0,2442.0,0.236,0.178,False,False,False
22,5,Ginger Zee,32.0,5444.0,899.0,4544.0,0.165,0.247,False,False,False
22,5,Jodie Sweetin,35.0,2147.0,1026.0,1122.0,0.478,0.179,False,False,False
22,5,Kim Fields,28.0,6610.0,743.0,5867.0,0.112,0.261,False,False,False
22,5,Nyle DiMarco,37.0,6351.0,993.0,5358.0,0.156,0.287,False,False,False
22,5,Paige VanZant,31.0,6116.0,898.0,5218.0,0.147,0.26,False,False,False
22,5,Von Miller,29.0,2480.0,786.0,1694.0,0.317,0.165,True,False,False
22,5,Wanya Morris,30.0,4921.0,808.0,4113.0,0.164,0.227,False,False,False
22,6,Antonio Brown,27.0,4099.0,933.0,3166.0,0.228,0.216,False,False,True
22,6,Doug Flutie,21.0,2146.0,768.0,1378.0,0.358,0.144,True,True,True
22,6,Ginger Zee,24.0,5160.0,831.0,4329.0,0.161,0.228,False,False,True
22,6,Jodie Sweetin,25.0,2687.0,875.0,1812.0,0.326,0.174,False,False,True
22,6,Kim Fields,24.0,6224.0,878.0,5347.0,0.141,0.254,False,False,True
22,6,Nyle DiMarco,25.0,6173.0,897.0,5276.0,0.145,0.257,False,False,True
22,6,Paige VanZant,28.0,7019.0,1021.0,5998.0,0.145,0.29,False,False,True
22,6,Von Miller,24.0,2167.0,842.0,1325.0,0.389,0.157,False,False,True
22,6,Wanya Morris,29.0,6371.0,997.0,5374.0,0.157,0.279,False,False,True
22,7,Antonio Brown,26.0,3719.0,1039.0,2679.0,0.28,0.217,False,False,True
22,7,Ginger Zee,27.5,5273.0,1037.0,4236.0,0.197,0.265,False,False,True
22,7,Jodie Sweetin,25.5,2625.0,954.0,1670.0,0.364,0.187,False,False,True
22,7,Kim Fields,26.0,6052.0,1043.0,5009.0,0.172,0.278,False,True,True
22,7,Nyle DiMarco,28.0,6783.0,1092.0,5691.0,0.161,0.306,False,False,True
22,7,Paige VanZant,27.5,6640.0,1100.0,5540.0,0.166,0.3,False,False,True
22,7,Von Miller,26.0,1923.0,947.0,976.0,0.493,0.171,True,True,True
22,7,Wanya Morris,27.5,5723.0,1048.0,4675.0,0.183,0.276,False,False,True
22,8,Antonio Brown,27.0,5278.0,1397.0,3881.0,0.265,0.303,False,False,True
22,8,Ginger Zee,30.0,7522.0,1579.0,5943.0,0.21,0.382,False,False,True
22,8,Jodie Sweetin,30.0,3445.0,1494.0,1950.0,0.434,0.271,True,True,True
22,8,Nyle DiMarco,29.0,8022.0,1489.0,6533.0,0.186,0.39,False,False,True
22,8,Paige VanZant,28.0,7735.0,1482.0,6253.0,0.192,0.376,False,False,True
22,8,Wanya Morris,25.0,4764.0,1282.0,3482.0,0.269,0.278,False,False,True
22,9,Antonio Brown,27.5,4911.0,1791.0,3120.0,0.365,0.346,True,True,True
22,9,Ginger Zee,28.0,7167.0,1742.0,5425.0,0.243,0.42,False,False,True
22,9,Nyle DiMarco,28.5,6774.0,1857.0,4918.0,0.274,0.411,False,False,True
22,9,Paige VanZant,29.5,7845.0,2032.0,5812.0,0.259,0.452,False,False,True
22,9,Wanya Morris,30.0,5187.0,1905.0,3282.0,0.367,0.372,False,True,True
22,10,Ginger Zee,28.3,8394.0,3075.0,5320.0,0.366,0.668,False,False,False
22,10,Nyle DiMarco,29.0,8780.0,3005.0,5775.0,0.342,0.691,False,False,False
22,10,Paige VanZant,29.7,7378.0,3207.0,4171.0,0.435,0.641,True,False,False
23,1,Amber Rose,24.0,4474.0,680.0,3793.0,0.152,0.135,False,False,False
23,1,Babyface,26.0,3979.0,709.0,3270.0,0.178,0.134,False,False,False
23,1,Calvin Johnson Jr.,26.0,7677.0,736.0,6941.0,0.096,0.186,False,False,False
23,1,Jake T. Austin,22.0,2265.0,614.0,1651.0,0.271,0.098,False,False,False
