赛季,周数,选手名,裁判总分,估计粉丝票,死忠粉票,路人票,路人票占比,组合得分,预测淘汰,实际淘汰,预测正确
10,5,Niecy Nash,18.0,5511.0,1432.0,4079.0,0.26,0.219,False,False,True
10,5,Pamela Anderson,21.0,5216.0,1665.0,3550.0,0.319,0.231,False,False,True
10,6,Chad Ochocinco,31.0,6562.0,2129.0,4432.0,0.324,0.295,False,False,True
10,6,Erin Andrews,34.0,7396.0,2333.0,5063.0,0.315,0.328,False,False,True
10,6,Evan Lysacek,27.0,6329.0,1820.0,4509.0,0.288,0.27,False,False,True
10,6,Jake Pavelka,25.0,4476.0,1731.0,2745.0,0.387,0.219,True,True,True
10,6,Nicole Scherzinger,36.0,8283.0,2453.0,5830.0,0.296,0.357,False,False,True
10,6,Niecy Nash,26.0,6292.0,1706.0,4586.0,0.271,0.265,False,False,True
10,6,Pamela Anderson,30.0,5507.0,2038.0,3469.0,0.37,0.266,False,False,True
10,7,Chad Ochocinco,26.0,6823.0,2481.0,4342.0,0.364,0.327,False,False,True
10,7,Erin Andrews,25.5,7119.0,2492.0,4626.0,0.35,0.331,False,False,True
10,7,Evan Lysacek,27.0,7873.0,2596.0,5277.0,0.33,0.358,False,False,True
10,7,Nicole Scherzinger,27.0,8412.0,2613.0,5799.0,0.311,0.371,False,False,True
10,7,Niecy Nash,24.5,6641.0,2353.0,4288.0,0.354,0.313,False,False,True
10,7,Pamela Anderson,25.5,5724.0,2496.0,3228.0,0.436,0.298,True,True,True
10,8,Chad Ochocinco,22.5,6765.0,2845.0,3919.0,0.421,0.353,False,False,True
10,8,Erin Andrews,26.5,7864.0,3313.0,4551.0,0.421,0.413,False,False,True
10,8,Evan Lysacek,26.5,8351.0,3319.0,5032.0,0.397,0.425,False,False,True
10,8,Nicole Scherzinger,29.5,9077.0,3608.0,5469.0,0.397,0.468,False,False,True
10,8,Niecy Nash,21.5,6661.0,2721.0,3940.0,0.408,0.342,True,True,True
10,9,Chad Ochocinco,26.0,8023.0,3741.0,4282.0,0.466,0.448,True,True,True
10,9,Erin Andrews,28.0,8859.0,4106.0,4753.0,0.463,0.489,False,False,True
10,9,Evan Lysacek,29.5,9533.0,4275.0,5259.0,0.448,0.52,False,False,True
10,9,Nicole Scherzinger,29.5,10370.0,4137.0,6233.0,0.399,0.543,False,False,True
10,10,Erin Andrews,27.0,10872.0,5719.0,5153.0,0.526,0.654,False,False,False
10,10,Evan Lysacek,26.9,10510.0,5472.0,5039.0,0.521,0.642,True,False,False
10,10,Nicole Scherzinger,28.8,11854.0,5989.0,5865.0,0.505,0.705,False,False,False
11,1,Audrina Patridge,19.0,5783.0,978.0,4805.0,0.169,0.18,False,False,True
11,1,Brandy,23.0,4818.0,1210.0,3608.0,0.251,0.182,False,False,True
11,1,Bristol Palin,18.0,6064.0,956.0,5108.0,0.158,0.181,False,False,True
11,1,David Hasselhoff,15.0,3472.0,801.0,2671.0,0.231,0.124,True,True,True
11,1,Florence Henderson,18.0,4005.0,950.0,3055.0,0.237,0.146,False,False,True
11,1,Jennifer Grey,24.0,5798.0,1274.0,4524.0,0.22,0.203,False,False,True
11,1,Kurt Warner,19.0,5998.0,980.0,5018.0,0.163,0.184,False,False,True
11,1,Kyle Massey,23.0,6762.0,1236.0,5526.0,0.183,0.214,False,False,True
11,1,Margaret Cho,15.0,4208.0,817.0,3391.0,0.194,0.136,False,False,True
11,1,Michael Bolton,16.0,4775.0,809.0,3965.0,0.17,0.15,False,False,True
11,1,Rick Fox,22.0,4624.0,1136.0,3488.0,0.246,0.174,False,False,True
11,1,The Situation,15.0,3510.0,784.0,2726.0,0.223,0.125,False,False,True
11,2,Audrina Patridge,23.0,5863.0,1304.0,4559.0,0.222,0.204,False,False,True
11,2,Brandy,21.0,4820.0,1222.0,3598.0,0.254,0.177,False,False,True
11,2,Bristol Palin,22.0,6626.0,1305.0,5321.0,0.197,0.213,False,False,True
11,2,Florence Henderson,19.0,4204.0,1082.0,3122.0,0.257,0.158,False,False,True
11,2,Jennifer Grey,24.0,7161.0,1400.0,5761.0,0.195,0.231,False,False,True
11,2,Kurt Warner,21.0,6148.0,1233.0,4915.0,0.201,0.2,False,False,True
11,2,Kyle Massey,22.0,6631.0,1311.0,5319.0,0.198,0.213,False,False,True
11,2,Margaret Cho,18.0,4072.0,1108.0,2964.0,0.272,0.151,False,False,True
11,2,Michael Bolton,12.0,4527.0,723.0,3804.0,0.16,0.132,True,True,True
11,2,Rick Fox,21.0,4445.0,1234.0,3210.0,0.278,0.171,False,False,True
11,2,The Situation,18.0,4110.0,1045.0,3065.0,0.254,0.152,False,False,True
11,3,Audrina Patridge,26.0,6077.0,1635.0,4443.0,0.269,0.23,False,False,True
11,3,Brandy,24.0,4745.0,1526.0,3219.0,0.322,0.196,False,False,True
11,3,Bristol Palin,19.0,6121.0,1253.0,4869.0,0.205,0.199,False,False,True
11,3,Florence Henderson,20.0,3846.0,1243.0,2603.0,0.323,0.162,False,False,True
11,3,Jennifer Grey,24.0,7068.0,1541.0,5527.0,0.218,0.239,False,False,True
11,3,Kurt Warner,23.0,6108.0,1478.0,4630.0,0.242,0.217,False,False,True
11,3,Kyle Massey,23.0,7176.0,1497.0,5679.0,0.209,0.237,False,False,True
11,3,Margaret Cho,18.0,4230.0,1170.0,3060.0,0.277,0.16,True,True,True
11,3,Rick Fox,24.0,4720.0,1557.0,3163.0,0.33,0.196,False,False,True
11,3,The Situation,20.0,3996.0,1308.0,2688.0,0.327,0.164,False,False,True
11,4,Audrina Patridge,23.0,6567.0,1976.0,4591.0,0.301,0.25,False,False,True
11,4,Brandy,24.0,5683.0,2093.0,3591.0,0.368,0.239,False,False,True
11,4,Bristol Palin,16.0,5507.0,1377.0,4130.0,0.25,0.191,False,False,True
11,4,Florence Henderson,17.5,4325.0,1488.0,2838.0,0.344,0.178,False,False,True
11,4,Jennifer Grey,28.0,8724.0,2412.0,6312.0,0.276,0.317,False,False,True
11,4,Kurt Warner,17.0,6563.0,1440.0,5124.0,0.219,0.216,False,False,True
11,4,Kyle Massey,20.0,7740.0,1722.0,6017.0,0.223,0.255,False,False,True
11,4,Rick Fox,19.5,5104.0,1648.0,3457.0,0.323,0.203,False,False,True
11,4,The Situation,14.0,3958.0,1212.0,2746.0,0.306,0.151,True,True,True
11,5,Audrina Patridge,23.0,6373.0,2092.0,4281.0,0.328,0.253,False,False,True
11,5,Brandy,27.0,5798.0,2367.0,3431.0,0.408,0.264,False,False,True
11,5,Bristol Palin,18.0,6584.0,1612.0,4972.0,0.245,0.23,False,False,True
11,5,Florence Henderson,21.0,4783.0,1893.0,2890.0,0.396,0.21,True,True,True
11,5,Jennifer Grey,25.0,7766.0,2302.0,5464.0,0.296,0.292,False,False,True
11,5,Kurt Warner,24.0,6471.0,2185.0,4286.0,0.338,0.261,False,False,True
11,5,Kyle Massey,20.0,7389.0,1780.0,5609.0,0.241,0.257,False,False,True
11,5,Rick Fox,24.0,5121.0,2132.0,2989.0,0.416,0.234,False,False,True
11,6,Audrina Patridge,32.0,6699.0,2642.0,4057.0,0.394,0.287,False,True,False
11,6,Brandy,36.0,6609.0,3037.0,3572.0,0.459,0.305,False,False,False
11,6,Bristol Palin,28.0,7743.0,2413.0,5330.0,0.312,0.288,False,False,False
11,6,Jennifer Grey,29.0,8270.0,2454.0,5816.0,0.297,0.304,False,False,False
11,6,Kurt Warner,22.0,7209.0,1855.0,5354.0,0.257,0.249,True,False,False
11,6,Kyle Massey,30.0,8107.0,2566.0,5542.0,0.316,0.305,False,False,False
11,6,Rick Fox,30.0,5936.0,2534.0,3402.0,0.427,0.262,False,False,False
11,7,Brandy,36.5,6688.0,3285.0,3404.0,0.491,0.319,False,False,True
11,7,Bristol Palin,32.5,8009.0,2940.0,5068.0,0.367,0.328,False,False,True
11,7,Jennifer Grey,36.5,8483.0,3222.0,5261.0,0.38,0.357,False,False,True
11,7,Kurt Warner,35.0,8031.0,3075.0,4956.0,0.383,0.341,False,False,True
11,7,Kyle Massey,33.5,8955.0,3044.0,5911.0,0.34,0.353,False,False,True
11,7,Rick Fox,34.5,6342.0,3101.0,3241.0,0.489,0.302,True,True,True
11,8,Brandy,28.5,7995.0,4281.0,3714.0,0.535,0.389,False,False,True
11,8,Bristol Palin,23.5,8880.0,3458.0,5422.0,0.389,0.371,False,False,True
11,8,Jennifer Grey,28.5,10036.0,4300.0,5736.0,0.428,0.434,False,False,True
11,8,Kurt Warner,24.0,7952.0,3557.0,4395.0,0.447,0.354,True,True,True
11,8,Kyle Massey,28.0,11034.0,4140.0,6893.0,0.375,0.452,False,False,True
11,9,Brandy,28.5,8916.0,5254.0,3662.0,0.589,0.465,True,True,True
11,9,Bristol Palin,26.5,10312.0,4857.0,5455.0,0.471,0.481,False,False,True
11,9,Jennifer Grey,30.0,11334.0,5536.0,5798.0,0.488,0.537,False,False,True
11,9,Kyle Massey,29.0,10848.0,5374.0,5475.0,0.495,0.516,False,False,True
11,10,Bristol Palin,25.7,12087.0,6903.0,5184.0,0.571,0.616,True,False,False
11,10,Jennifer Grey,30.0,13544.0,7919.0,5625.0,0.585,0.705,False,False,False
11,10,Kyle Massey,27.3,13798.0,7348.0,6450.0,0.533,0.679,False,False,False
12,1,Chelsea Kane,21.0,5737.0,1180.0,4557.0,0.206,0.198,False,False,False
12,1,Chris Jericho,19.0,4922.0,1061.0,3861.0,0.216,0.175,False,False,False
12,1,Hines Ward,21.0,4272.0,1167.0,3105.0,0.273,0.174,False,False,False
12,1,Kendra Wilkinson,18.0,7148.0,991.0,6158.0,0.139,0.208,False,False,False
12,1,Kirstie Alley,23.0,7343.0,1294.0,6050.0,0.176,0.235,False,False,False
12,1,Mike Catherwood,13.0,2893.0,731.0,2162.0,0.253,0.112,True,False,False
12,1,Petra Nemcova,18.0,4794.0,992.0,3802.0,0.207,0.168,False,False,False
12,1,Ralph Macchio,24.0,8597.0,1340.0,7257.0,0.156,0.261,False,False,False
12,1,Romeo,19.0,5578.0,1032.0,4547.0,0.185,0.186,False,False,False
12,1,Sugar Ray Leonard,17.0,4325.0,981.0,3344.0,0.227,0.155,False,False,False
12,1,Wendy Williams,14.0,3584.0,792.0,2792.0,0.221,0.128,False,False,False
12,2,Chelsea Kane,18.0,5899.0,1020.0,4879.0,0.173,0.186,False,False,True
12,2,Chris Jericho,23.0,4971.0,1356.0,3615.0,0.273,0.193,False,False,True
12,2,Hines Ward,23.0,5358.0,1338.0,4020.0,0.25,0.199,False,False,True
12,2,Kendra Wilkinson,19.0,6586.0,1085.0,5501.0,0.165,0.202,False,False,True
12,2,Kirstie Alley,20.0,8467.0,1172.0,7295.0,0.138,0.239,False,False,True
12,2,Mike Catherwood,17.0,3094.0,949.0,2146.0,0.307,0.132,True,True,True
12,2,Petra Nemcova,18.0,4184.0,1023.0,3161.0,0.245,0.156,False,False,True
12,2,Ralph Macchio,21.0,6150.0,1193.0,4956.0,0.194,0.204,False,False,True
12,2,Romeo,23.0,4503.0,1285.0,3218.0,0.285,0.185,False,False,True
12,2,Sugar Ray Leonard,17.0,5062.0,975.0,4087.0,0.193,0.166,False,False,True
12,2,Wendy Williams,17.0,3403.0,994.0,2409.0,0.292,0.138,False,False,True
12,3,Chelsea Kane,23.0,6668.0,1452.0,5215.0,0.218,0.226,False,False,True
12,3,Chris Jericho,21.0,5322.0,1241.0,4081.0,0.233,0.192,False,False,True
12,3,Hines Ward,25.0,4313.0,1503.0,2811.0,0.348,0.193,False,False,True
12,3,Kendra Wilkinson,23.0,7411.0,1375.0,6037.0,0.185,0.239,False,False,True
12,3,Kirstie Alley,21.0,6588.0,1292.0,5296.0,0.196,0.215,False,False,True
12,3,Petra Nemcova,25.0,5482.0,1489.0,3993.0,0.272,0.214,False,False,True
12,3,Ralph Macchio,21.0,6953.0,1286.0,5667.0,0.185,0.221,False,False,True
12,3,Romeo,20.0,4576.0,1200.0,3376.0,0.262,0.175,False,False,True
12,3,Sugar Ray Leonard,20.0,5011.0,1221.0,3791.0,0.244,0.182,False,False,True
12,3,Wendy Williams,15.0,4087.0,915.0,3172.0,0.224,0.143,True,True,True
12,4,Chelsea Kane,26.0,6053.0,1764.0,4288.0,0.291,0.234,False,False,True
12,4,Chris Jericho,23.0,4487.0,1511.0,2976.0,0.337,0.191,False,False,True
12,4,Hines Ward,25.0,5313.0,1670.0,3643.0,0.314,0.216,False,False,True
12,4,Kendra Wilkinson,18.0,6532.0,1221.0,5312.0,0.187,0.203,False,False,True
12,4,Kirstie Alley,22.0,8041.0,1453.0,6587.0,0.181,0.25,False,False,True
12,4,Petra Nemcova,23.0,5416.0,1514.0,3901.0,0.28,0.208,False,False,True
12,4,Ralph Macchio,25.0,9935.0,1648.0,8287.0,0.166,0.298,False,False,True
12,4,Romeo,23.0,6025.0,1484.0,4541.0,0.246,0.219,False,False,True
12,4,Sugar Ray Leonard,21.0,4498.0,1361.0,3137.0,0.303,0.182,True,True,True
12,5,Chelsea Kane,26.0,5617.0,1907.0,3711.0,0.339,0.251,False,False,True
12,5,Chris Jericho,26.0,5452.0,1926.0,3526.0,0.353,0.248,False,False,True
12,5,Hines Ward,27.0,5871.0,2022.0,3849.0,0.344,0.262,False,False,True
12,5,Kendra Wilkinson,22.0,7747.0,1610.0,6137.0,0.208,0.275,False,False,True
12,5,Kirstie Alley,23.0,7660.0,1750.0,5910.0,0.228,0.278,False,False,True
12,5,Petra Nemcova,22.0,4589.0,1546.0,3043.0,0.337,0.209,True,True,True
12,5,Ralph Macchio,22.0,6655.0,1603.0,5052.0,0.241,0.252,False,False,True
12,5,Romeo,26.0,4318.0,1903.0,2416.0,0.441,0.224,False,False,True
12,6,Chelsea Kane,28.0,6504.0,2361.0,4144.0,0.363,0.281,False,False,True
12,6,Chris Jericho,22.0,5439.0,1856.0,3583.0,0.341,0.227,True,True,True
12,6,Hines Ward,27.0,6965.0,2200.0,4765.0,0.316,0.285,False,False,True
12,6,Kendra Wilkinson,25.0,8208.0,2001.0,6207.0,0.244,0.298,False,False,True
12,6,Kirstie Alley,26.0,8160.0,2176.0,5984.0,0.267,0.302,False,False,True
12,6,Ralph Macchio,24.0,10635.0,1990.0,8645.0,0.187,0.339,False,False,True
12,6,Romeo,28.0,5818.0,2255.0,3563.0,0.388,0.268,False,False,True
12,7,Chelsea Kane,32.0,7631.0,2673.0,4958.0,0.35,0.327,False,False,False
12,7,Hines Ward,33.0,7139.0,2694.0,4445.0,0.377,0.322,False,False,False
12,7,Kendra Wilkinson,30.5,7846.0,2504.0,5343.0,0.319,0.324,False,True,False
12,7,Kirstie Alley,30.0,9321.0,2561.0,6761.0,0.275,0.352,False,False,False
12,7,Ralph Macchio,33.0,11341.0,2704.0,8637.0,0.238,0.409,False,False,False
12,7,Romeo,30.0,5143.0,2512.0,2631.0,0.488,0.265,True,False,False
12,8,Chelsea Kane,27.5,9138.0,3476.0,5662.0,0.38,0.423,False,False,True
12,8,Hines Ward,27.0,8231.0,3431.0,4801.0,0.417,0.398,False,False,True
12,8,Kirstie Alley,26.5,9027.0,3354.0,5673.0,0.372,0.413,False,False,True
12,8,Ralph Macchio,23.0,10601.0,2926.0,7675.0,0.276,0.422,False,False,True
12,8,Romeo,26.0,6197.0,3123.0,3074.0,0.504,0.343,True,True,True
12,9,Chelsea Kane,36.5,10071.0,5280.0,4791.0,0.524,0.554,False,False,True
12,9,Hines Ward,30.0,8748.0,4345.0,4403.0,0.497,0.467,False,False,True
12,9,Kirstie Alley,27.0,12489.0,3938.0,8550.0,0.315,0.532,False,False,True
12,9,Ralph Macchio,24.0,10068.0,3403.0,6666.0,0.338,0.448,True,True,True
12,10,Chelsea Kane,29.7,9869.0,6124.0,3745.0,0.621,0.642,False,False,False
12,10,Hines Ward,29.7,9619.0,5942.0,3677.0,0.618,0.635,True,False,False
12,10,Kirstie Alley,28.0,13124.0,5714.0,7409.0,0.435,0.723,False,False,False
13,1,Carson Kressley,17.0,3166.0,697.0,2470.0,0.22,0.134,False,False,True
13,1,Chaz Bono,17.0,5390.0,699.0,4690.0,0.13,0.174,False,False,True
13,1,Chynna Phillips,22.0,2896.0,956.0,1940.0,0.33,0.153,False,False,True
13,1,David Arquette,18.0,4892.0,788.0,4104.0,0.161,0.169,False,False,True
13,1,Elisabetta Canalis,15.0,2984.0,614.0,2370.0,0.206,0.122,False,False,True
13,1,Hope Solo,21.0,7694.0,862.0,6833.0,0.112,0.233,False,False,True
13,1,J.R. Martinez,22.0,6145.0,884.0,5261.0,0.144,0.21,False,False,True
13,1,Kristin Cavallari,19.0,3168.0,815.0,2353.0,0.257,0.144,False,False,True
13,1,Metta World Peace (Ron),14.0,1787.0,566.0,1221.0,0.317,0.096,True,True,True
13,1,Nancy Grace,16.0,6212.0,662.0,5550.0,0.107,0.183,False,False,True
13,1,Ricki Lake,20.0,5494.0,841.0,4653.0,0.153,0.189,False,False,True
13,1,Rob Kardashian,16.0,6801.0,638.0,6163.0,0.094,0.194,False,False,True
13,2,Carson Kressley,18.0,3217.0,747.0,2471.0,0.232,0.139,True,False,False
13,2,Chaz Bono,17.0,5102.0,725.0,4378.0,0.142,0.168,False,False,False
13,2,Chynna Phillips,21.0,2855.0,891.0,1964.0,0.312,0.145,False,False,False
13,2,David Arquette,18.0,5328.0,731.0,4596.0,0.137,0.176,False,False,False
13,2,Elisabetta Canalis,21.0,3673.0,937.0,2737.0,0.255,0.16,False,True,False
13,2,Hope Solo,19.0,7353.0,827.0,6525.0,0.113,0.217,False,False,False
13,2,J.R. Martinez,22.0,5506.0,923.0,4583.0,0.168,0.198,False,False,False
13,2,Kristin Cavallari,22.0,3048.0,905.0,2143.0,0.297,0.153,False,False,False
13,2,Nancy Grace,21.0,6469.0,914.0,5554.0,0.141,0.21,False,False,False
13,2,Ricki Lake,23.0,6490.0,977.0,5513.0,0.151,0.22,False,False,False
13,2,Rob Kardashian,21.0,6602.0,906.0,5696.0,0.137,0.213,False,False,False
13,3,Carson Kressley,23.0,3652.0,970.0,2682.0,0.266,0.166,False,False,True
13,3,Chaz Bono,18.0,4914.0,776.0,4138.0,0.158,0.168,False,False,True
13,3,Chynna Phillips,26.0,2815.0,1133.0,1682.0,0.402,0.163,False,False,True
13,3,David Arquette,24.0,5358.0,1016.0,4342.0,0.19,0.202,False,False,True
13,3,Hope Solo,24.0,7572.0,973.0,6599.0,0.129,0.244,False,False,True
13,3,J.R. Martinez,26.0,6396.0,1117.0,5279.0,0.175,0.23,False,False,True
13,3,Kristin Cavallari,24.0,3176.0,1019.0,2156.0,0.321,0.161,True,True,True
13,3,Nancy Grace,21.0,6320.0,914.0,5406.0,0.145,0.207,False,False,True
13,3,Ricki Lake,27.0,5981.0,1141.0,4840.0,0.191,0.226,False,False,True
13,3,Rob Kardashian,24.0,7019.0,1056.0,5962.0,0.151,0.233,False,False,True
13,4,Carson Kressley,20.0,3432.0,995.0,2437.0,0.29,0.161,False,False,True
13,4,Chaz Bono,21.0,5995.0,1064.0,4931.0,0.177,0.215,False,False,True
13,4,Chynna Phillips,21.0,3088.0,1056.0,2032.0,0.342,0.16,True,True,True
13,4,David Arquette,23.0,6000.0,1224.0,4776.0,0.204,0.225,False,False,True
13,4,Hope Solo,24.0,7905.0,1191.0,6715.0,0.151,0.266,False,False,True
13,4,J.R. Martinez,26.0,5759.0,1350.0,4409.0,0.234,0.235,False,False,True
13,4,Nancy Grace,21.0,6302.0,1041.0,5261.0,0.165,0.221,False,False,True
13,4,Ricki Lake,29.0,6378.0,1411.0,4966.0,0.221,0.261,False,False,True
13,4,Rob Kardashian,24.0,7450.0,1213.0,6236.0,0.163,0.257,False,False,True
13,5,Carson Kressley,19.0,3278.0,1151.0,2126.0,0.351,0.165,True,True,True
13,5,Chaz Bono,21.0,5487.0,1243.0,4244.0,0.227,0.219,False,False,True
13,5,David Arquette,25.0,6487.0,1528.0,4959.0,0.236,0.26,False,False,True
13,5,Hope Solo,24.0,8620.0,1440.0,7180.0,0.167,0.297,False,False,True
13,5,J.R. Martinez,28.0,6505.0,1730.0,4776.0,0.266,0.276,False,False,True
13,5,Nancy Grace,22.0,6442.0,1316.0,5126.0,0.204,0.243,False,False,True
13,5,Ricki Lake,24.0,6570.0,1400.0,5170.0,0.213,0.256,False,False,True
13,5,Rob Kardashian,25.0,7620.0,1476.0,6144.0,0.194,0.282,False,False,True
13,6,Chaz Bono,19.0,5754.0,1316.0,4437.0,0.229,0.229,True,True,True
13,6,David Arquette,23.0,6013.0,1635.0,4378.0,0.272,0.259,False,False,True
13,6,Hope Solo,20.0,9210.0,1355.0,7854.0,0.147,0.305,False,False,True
13,6,J.R. Martinez,29.0,7349.0,2068.0,5281.0,0.281,0.322,False,False,True
13,6,Nancy Grace,24.0,7196.0,1665.0,5531.0,0.231,0.288,False,False,True
13,6,Ricki Lake,29.0,7281.0,1986.0,5295.0,0.273,0.32,False,False,True
13,6,Rob Kardashian,22.0,7218.0,1640.0,5578.0,0.227,0.277,False,False,True
13,7,David Arquette,23.5,6335.0,1996.0,4339.0,0.315,0.301,True,True,True
13,7,Hope Solo,25.0,8569.0,2112.0,6457.0,0.246,0.361,False,False,True
13,7,J.R. Martinez,24.0,7136.0,2016.0,5120.0,0.283,0.322,False,False,True
13,7,Nancy Grace,22.0,6973.0,1802.0,5172.0,0.258,0.305,False,False,True
13,7,Ricki Lake,26.5,7528.0,2205.0,5323.0,0.293,0.348,False,False,True
13,7,Rob Kardashian,25.5,8485.0,2112.0,6373.0,0.249,0.363,False,False,True
13,8,Hope Solo,26.0,8658.0,2613.0,6045.0,0.302,0.418,False,False,True
13,8,J.R. Martinez,30.0,8032.0,2844.0,5187.0,0.354,0.433,False,False,True
13,8,Nancy Grace,22.0,7480.0,2213.0,5268.0,0.296,0.357,True,True,True
13,8,Ricki Lake,26.0,7923.0,2581.0,5342.0,0.326,0.399,False,False,True
13,8,Rob Kardashian,25.5,7799.0,2491.0,5308.0,0.319,0.392,False,False,True
13,9,Hope Solo,24.5,8174.0,2687.0,5487.0,0.329,0.444,True,True,True
13,9,J.R. Martinez,28.0,7726.0,3077.0,4649.0,0.398,0.461,False,False,True
13,9,Ricki Lake,33.5,9646.0,3906.0,5740.0,0.405,0.563,False,False,True
13,9,Rob Kardashian,32.5,8882.0,3574.0,5309.0,0.402,0.532,False,False,True
13,10,J.R. Martinez,28.2,9679.0,4528.0,5151.0,0.468,0.649,False,False,False
13,10,Ricki Lake,28.0,9730.0,4500.0,5230.0,0.462,0.649,True,False,False
13,10,Rob Kardashian,28.3,11238.0,4723.0,6515.0,0.42,0.702,False,False,False
14,1,Donald Driver,21.0,4180.0,659.0,3521.0,0.158,0.151,False,False,False
14,1,Gavin DeGraw,20.0,3502.0,662.0,2841.0,0.189,0.136,False,False,False
14,1,Gladys Knight,23.0,4834.0,789.0,4045.0,0.163,0.17,False,False,False
14,1,Jack Wagner,23.0,2419.0,754.0,1665.0,0.312,0.128,False,False,False
14,1,Jaleel White,26.0,2581.0,859.0,1722.0,0.333,0.142,False,False,False
14,1,Katherine Jenkins,26.0,5496.0,831.0,4665.0,0.151,0.193,False,False,False
14,1,Maria Menounos,21.0,7801.0,653.0,7148.0,0.084,0.215,False,False,False
14,1,Martina Navratilova,20.0,2314.0,640.0,1673.0,0.277,0.115,True,False,False
14,1,Melissa Gilbert,20.0,5154.0,626.0,4527.0,0.122,0.165,False,False,False
14,1,Roshon Fegan,23.0,7058.0,754.0,6304.0,0.107,0.209,False,False,False
14,1,Sherri Sheperd,23.0,3278.0,733.0,2545.0,0.224,0.143,False,False,False
14,1,William Levy,24.0,8199.0,778.0,7420.0,0.095,0.233,False,False,False
14,2,Donald Driver,24.0,4683.0,865.0,3818.0,0.185,0.173,False,False,True
14,2,Gavin DeGraw,21.0,3326.0,735.0,2591.0,0.221,0.137,False,False,True
14,2,Gladys Knight,19.0,3860.0,678.0,3182.0,0.176,0.14,False,False,True
14,2,Jack Wagner,21.0,1975.0,741.0,1234.0,0.375,0.113,False,False,True
14,2,Jaleel White,22.0,3053.0,773.0,2280.0,0.253,0.136,False,False,True
14,2,Katherine Jenkins,26.0,7039.0,940.0,6098.0,0.134,0.222,False,False,True
14,2,Maria Menounos,25.0,7479.0,863.0,6616.0,0.115,0.226,False,False,True
14,2,Martina Navratilova,17.0,2308.0,598.0,1711.0,0.259,0.104,True,True,True
14,2,Melissa Gilbert,20.0,5248.0,729.0,4518.0,0.139,0.168,False,False,True
14,2,Roshon Fegan,26.0,4835.0,913.0,3921.0,0.189,0.183,False,False,True
14,2,Sherri Sheperd,23.0,3461.0,788.0,2673.0,0.228,0.147,False,False,True
14,2,William Levy,25.0,8739.0,907.0,7832.0,0.104,0.249,False,False,True
14,3,Donald Driver,26.0,4007.0,960.0,3047.0,0.24,0.169,False,False,True
14,3,Gavin DeGraw,24.0,3925.0,887.0,3038.0,0.226,0.161,False,False,True
14,3,Gladys Knight,24.0,5021.0,899.0,4122.0,0.179,0.182,False,False,True
14,3,Jack Wagner,24.0,2554.0,845.0,1708.0,0.331,0.135,True,True,True
14,3,Jaleel White,25.0,3717.0,909.0,2807.0,0.245,0.16,False,False,True
14,3,Katherine Jenkins,29.0,6508.0,1023.0,5485.0,0.157,0.228,False,False,True
14,3,Maria Menounos,27.0,6352.0,970.0,5382.0,0.153,0.218,False,False,True
14,3,Melissa Gilbert,24.0,3956.0,863.0,3093.0,0.218,0.161,False,False,True
14,3,Roshon Fegan,25.0,4498.0,934.0,3564.0,0.208,0.175,False,False,True
14,3,Sherri Sheperd,24.0,4072.0,879.0,3193.0,0.216,0.164,False,False,True
14,3,William Levy,28.0,7708.0,1013.0,6696.0,0.131,0.247,False,False,True
14,4,Donald Driver,27.0,4485.0,1247.0,3238.0,0.278,0.2,False,False,False
14,4,Gavin DeGraw,23.0,3034.0,1106.0,1928.0,0.365,0.155,True,False,False
14,4,Gladys Knight,20.0,4637.0,963.0,3674.0,0.208,0.172,False,False,False
14,4,Jaleel White,22.0,3790.0,1060.0,2730.0,0.28,0.165,False,False,False
14,4,Katherine Jenkins,24.0,6784.0,1100.0,5684.0,0.162,0.23,False,False,False
14,4,Maria Menounos,26.0,7193.0,1170.0,6023.0,0.163,0.246,False,False,False
14,4,Melissa Gilbert,22.0,5193.0,1029.0,4164.0,0.198,0.191,False,False,False
14,4,Roshon Fegan,26.0,5924.0,1188.0,4736.0,0.201,0.222,False,False,False
14,4,Sherri Sheperd,21.0,3700.0,990.0,2710.0,0.267,0.159,False,True,False
14,4,William Levy,22.0,8871.0,1029.0,7842.0,0.116,0.26,False,False,False
14,5,Donald Driver,27.0,4998.0,1460.0,3538.0,0.292,0.219,False,False,True
14,5,Gavin DeGraw,19.0,3613.0,968.0,2645.0,0.268,0.156,True,True,True
14,5,Gladys Knight,22.0,4689.0,1175.0,3514.0,0.251,0.19,False,False,True
14,5,Jaleel White,24.0,3257.0,1278.0,1979.0,0.392,0.171,False,False,True
14,5,Katherine Jenkins,29.0,7598.0,1501.0,6098.0,0.198,0.279,False,False,True
14,5,Maria Menounos,27.0,7418.0,1349.0,6069.0,0.182,0.266,False,False,True
14,5,Melissa Gilbert,21.0,6744.0,1093.0,5651.0,0.162,0.226,False,False,True
14,5,Roshon Fegan,26.0,5755.0,1313.0,4442.0,0.228,0.229,False,False,True
14,5,William Levy,29.0,6789.0,1537.0,5252.0,0.226,0.263,False,False,True
14,6,Donald Driver,34.0,5658.0,1639.0,4019.0,0.29,0.246,False,False,True
14,6,Gladys Knight,24.0,4698.0,1101.0,3597.0,0.234,0.188,True,True,True
14,6,Jaleel White,37.0,4530.0,1757.0,2773.0,0.388,0.235,False,False,True
14,6,Katherine Jenkins,39.0,7439.0,1867.0,5572.0,0.251,0.301,False,False,True
